cme_date,cme_width,cme_speed,cme_accel,cme_mpa,cme_sector,flare_start,flare_peak,flare_end,flare_multid,flare_class,flare_bgflux,flare_peakflux,flare_integratedflux,flare_x,flare_y,time_delta,who_first,cycle,flare_x_arcsec,flare_y_arcsec
2012-03-15 10:24:05,31.0,338.0,32.6,318,4,2012-03-15 07:37:04,2012-03-15 07:52:52,2012-03-15 08:38:16,176011,M,2.1985e-06,2.615e-05,0.040446,67.3520703251446,82.24515130124138,0 days 02:47:01,flare,1,267.1682842274024,552.6750803501595
2012-04-16 13:25:26,75.0,576.0,7.0,233,3,2012-04-16 17:23:40,2012-04-16 17:42:16,2012-04-16 19:38:40,176599,M,4.3575e-07,2.5204e-05,0.048684,15.962924017437505,75.36281162727335,-1 days +20:01:46,cme,1,-717.9838506025475,420.73765562945323
2012-04-27 07:04:01,10.0,313.0,-21.3,282,4,2012-04-27 07:57:52,2012-04-27 08:24:28,2012-04-27 08:57:40,176919,M,8.6215e-07,1.4929e-05,0.013475,88.21055267438443,78.53015434155468,-1 days +23:06:09,cme,1,667.034401726705,481.4569837542788
2012-05-16 20:36:05,16.0,354.0,32.3,307,4,2012-05-17 00:27:04,2012-05-17 01:47:40,2012-05-17 03:28:04,177588,M,7.9514e-07,7.2437e-05,0.22503,113.2413218013162,69.72850505165059,-1 days +20:09:01,cme,1,1146.8850591822502,312.72556455432414
2012-05-17 01:48:05,360.0,1582.0,-51.8,261,4,2012-05-17 00:27:04,2012-05-17 01:47:40,2012-05-17 03:28:04,177588,M,7.9514e-07,7.2437e-05,0.22503,113.2413218013162,69.72850505165059,0 days 01:21:01,flare,1,1146.8850591822502,312.72556455432414
2012-06-07 13:36:19,59.0,820.0,63.2,318,4,2012-06-07 15:13:40,2012-06-07 15:43:52,2012-06-07 17:00:04,178177,M,1.0099e-06,1.2897e-05,0.022493,69.08875519162433,75.49756436705351,-1 days +22:22:39,cme,1,300.4612833656813,423.32092386422255
2012-06-07 20:12:06,25.0,192.0,14.5,3,4,2012-06-07 15:13:40,2012-06-07 15:43:52,2012-06-07 17:00:04,178177,M,1.0099e-06,1.2897e-05,0.022493,69.08875519162433,75.49756436705351,0 days 04:58:26,flare,1,300.4612833656813,423.32092386422255
2012-06-09 12:48:05,20.0,419.0,36.6,86,1,2012-06-09 11:11:40,2012-06-09 11:33:16,2012-06-09 12:09:40,178220,M,1.8211e-06,2.145e-05,0.016964,17.9834722380171,50.07208963549028,0 days 01:36:25,flare,1,-679.2490683372054,-64.09641054492874
2012-06-09 14:12:05,15.0,430.0,10.0,30,1,2012-06-09 11:11:40,2012-06-09 11:33:16,2012-06-09 12:09:40,178220,M,1.8211e-06,2.145e-05,0.016964,17.9834722380171,50.07208963549028,0 days 03:00:25,flare,1,-679.2490683372054,-64.09641054492874
2012-06-09 15:12:10,12.0,446.0,53.6,353,4,2012-06-09 16:41:28,2012-06-09 16:53:04,2012-06-09 17:11:04,178230,M,1.1147e-06,2.4323e-05,0.013297,87.85133296674648,82.65630072974152,-1 days +22:30:42,cme,1,660.1480047483719,560.5569925110603
2012-06-09 19:48:05,32.0,898.0,124.3,315,4,2012-06-09 16:41:28,2012-06-09 16:53:04,2012-06-09 17:11:04,178230,M,1.1147e-06,2.4323e-05,0.013297,87.85133296674648,82.65630072974152,0 days 03:06:37,flare,1,660.1480047483719,560.5569925110603
2012-06-09 20:24:05,18.0,628.0,50.7,308,4,2012-06-09 16:41:28,2012-06-09 16:53:04,2012-06-09 17:11:04,178230,M,1.1147e-06,2.4323e-05,0.013297,87.85133296674648,82.65630072974152,0 days 03:42:37,flare,1,660.1480047483719,560.5569925110603
2012-06-10 04:36:05,10.0,327.0,4.9,28,1,2012-06-10 06:36:40,2012-06-10 06:45:52,2012-06-10 07:46:16,178246,M,9.4902e-07,1.7682e-05,0.017373,21.000043480691467,50.08865091837432,-1 days +21:59:25,cme,1,-621.4200944563609,-63.77892359756743
2012-06-10 08:24:05,12.0,232.0,-0.1,27,1,2012-06-10 06:36:40,2012-06-10 06:45:52,2012-06-10 07:46:16,178246,M,9.4902e-07,1.7682e-05,0.017373,21.000043480691467,50.08865091837432,0 days 01:47:25,flare,1,-621.4200944563609,-63.77892359756743
2012-06-30 15:48:05,40.0,157.0,-5.5,220,3,2012-06-30 12:47:16,2012-06-30 12:52:40,2012-06-30 13:06:16,178738,M,8.6331e-07,1.0221e-05,0.0038924,47.17949265385084,74.86445788382105,0 days 03:00:49,flare,1,-119.54874428485277,411.18399907865546
2012-06-30 15:48:05,40.0,157.0,-5.5,220,3,2012-06-30 18:23:28,2012-06-30 18:32:28,2012-06-30 19:11:16,178743,M,1.8544e-06,1.675e-05,0.0078858,49.50378097332472,74.06755066504255,-1 days +21:24:37,cme,1,-74.99113310798452,395.906943430753
2012-07-01 12:00:04,74.0,783.0,0.4,42,1,2012-07-01 15:39:52,2012-07-01 15:46:28,2012-07-01 16:37:28,178775,M,2.3185e-06,1.1228e-05,0.01241,47.58673683930967,46.13383557823822,-1 days +20:20:12,cme,1,-111.74169732011887,-139.59444214820348
2012-07-01 15:36:04,135.0,723.0,-8.8,176,3,2012-07-01 19:05:52,2012-07-01 19:18:28,2012-07-01 19:33:40,178782,M,8.2358e-07,3.5954e-05,0.01506,61.10929117946196,73.85349956459022,-1 days +20:30:12,cme,1,147.4915111240755,391.8034913650065
2012-07-02 14:44:25,133.0,581.0,-7.8,46,1,2012-07-02 10:43:16,2012-07-02 10:52:04,2012-07-02 11:14:52,178806,M,2.1161e-06,7.6957e-05,0.045204,59.55832107875567,46.531212314810965,0 days 04:01:09,flare,1,117.75874427445228,-131.97655844135375
2012-07-02 14:44:25,133.0,581.0,-7.8,46,1,2012-07-02 18:34:52,2012-07-02 18:56:28,2012-07-02 19:27:16,178816,M,1.8762e-06,1.0328e-05,0.012872,62.94321570698034,46.12246634008976,-1 days +20:09:33,cme,1,182.64863657199862,-139.81239535502039
2012-07-03 16:24:05,18.0,156.0,-20.1,101,2,2012-07-03 16:55:52,2012-07-03 17:03:40,2012-07-03 17:26:40,178856,M,3.006e-06,1.1347e-05,0.011533,71.15570090369668,46.62097538899185,-1 days +23:28:13,cme,1,340.0855255866559,-130.2557615316581
2012-07-03 18:36:04,14.0,367.0,-29.4,104,2,2012-07-03 16:55:52,2012-07-03 17:03:40,2012-07-03 17:26:40,178856,M,3.006e-06,1.1347e-05,0.011533,71.15570090369668,46.62097538899185,0 days 01:40:12,flare,1,340.0855255866559,-130.2557615316581
2012-07-04 12:48:04,111.0,551.0,5.9,353,4,2012-07-04 16:32:40,2012-07-04 16:40:04,2012-07-04 17:16:52,178894,M,5.4473e-06,2.6106e-05,0.029578,90.4598179219408,73.8048133506741,-1 days +20:15:24,cme,1,710.1537882049474,390.8701556117901
2012-07-04 17:24:04,360.0,662.0,-37.6,124,4,2012-07-04 16:32:40,2012-07-04 16:40:04,2012-07-04 17:16:52,178894,M,5.4473e-06,2.6106e-05,0.029578,90.4598179219408,73.8048133506741,0 days 00:51:24,flare,1,710.1537882049474,390.8701556117901
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 00:28:04,2012-07-05 00:38:40,2012-07-05 00:54:52,178908,M,7.9865e-06,1.4379e-05,0.015853,85.63371116708649,46.27615058676508,0 days 04:20:00,flare,1,617.6352368362723,-136.8662019546599
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 00:54:52,2012-07-05 01:11:16,2012-07-05 01:26:40,178909,M,7.222e-06,3.1739e-05,0.029289,85.67975277067349,46.25634057971014,0 days 03:53:12,flare,1,618.5178742670078,-137.24596834782608
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 01:26:40,2012-07-05 01:31:40,2012-07-05 01:37:16,178909,M,1.1492e-05,1.3869e-05,0.0078237,84.22674787105196,46.16979811861864,0 days 03:21:24,flare,1,590.6631426431463,-138.90502471329341
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 01:37:16,2012-07-05 01:41:28,2012-07-05 02:00:04,178910,M,1.0462e-05,1.1939e-05,0.01226,87.05693796388076,43.70395039044557,0 days 03:10:48,flare,1,644.9191093647946,-186.17639090858972
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 02:34:04,2012-07-05 02:43:04,2012-07-05 03:01:16,178912,M,7.873e-06,2.8744e-05,0.025921,86.02774955053545,46.19101592016467,0 days 02:14:00,flare,1,625.1891228715706,-138.49827029156563
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 03:01:16,2012-07-05 03:05:04,2012-07-05 03:24:40,178912,M,1.0568e-05,1.0814e-05,0.013182,86.1112818695329,45.94313430916544,0 days 01:46:48,flare,1,626.7904735127136,-143.25026785927696
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 03:32:40,2012-07-05 03:37:28,2012-07-05 03:42:52,178913,M,1.3532e-05,5.3246e-05,0.021054,88.04009769806018,49.73649814694316,0 days 01:15:24,flare,1,663.7667061940194,-70.52984435589997
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 03:42:52,2012-07-05 03:44:04,2012-07-05 04:01:52,178913,M,2.7044e-05,2.7163e-05,0.022762,89.92404329928343,44.20911544980852,0 days 01:05:12,flare,1,699.8827572339687,-176.49215848929623
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 04:01:52,2012-07-05 04:05:52,2012-07-05 04:41:04,178914,M,1.5434e-05,1.5981e-05,0.024915,85.38506380717465,46.83855343966541,0 days 00:46:12,flare,1,612.8685595311028,-126.08469630652803
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 04:41:04,2012-07-05 04:46:16,2012-07-05 04:54:16,178915,M,6.3798e-06,1.1767e-05,0.0069748,88.06627590790984,46.09923862469032,0 days 00:07:00,flare,1,664.268553785824,-140.2576806936006
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 04:54:16,2012-07-05 05:04:52,2012-07-05 05:20:40,178915,M,6.8954e-06,1.0707e-05,0.013221,86.92422124721982,47.09188249735656,-1 days +23:53:48,cme,1,642.3748725727828,-121.2282688324359
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 06:29:52,2012-07-05 06:58:40,2012-07-05 07:38:04,178919,M,4.9094e-06,1.6181e-05,0.037251,88.10350345292235,46.06791549363555,-1 days +22:18:12,cme,1,664.9822219060134,-140.85815864751316
2012-07-05 04:48:04,74.0,182.0,-47.4,122,2,2012-07-05 07:38:04,2012-07-05 07:46:04,2012-07-05 07:57:40,178919,M,6.5514e-06,1.7064e-05,0.011691,88.02553221753354,46.19505950405386,-1 days +21:10:00,cme,1,663.4874796400361,-138.42075304158175
2012-07-05 14:24:04,72.0,160.0,19.1,113,2,2012-07-05 10:41:16,2012-07-05 10:49:04,2012-07-05 10:52:52,178927,M,4.742e-06,1.8798e-05,0.0076374,89.04736807859977,47.15389893469144,0 days 03:42:48,flare,1,683.0765145297678,-120.03938693762518
2012-07-05 14:24:04,72.0,160.0,19.1,113,2,2012-07-05 10:52:52,2012-07-05 10:56:40,2012-07-05 11:03:40,178927,M,1.0665e-05,1.1995e-05,0.0069429,91.9055074340916,46.80568283008176,0 days 03:31:12,flare,1,737.8682806907477,-126.71484009235007
2012-07-05 14:24:04,72.0,160.0,19.1,113,2,2012-07-05 11:03:40,2012-07-05 11:10:40,2012-07-05 11:19:16,178928,M,9.1553e-06,1.0358e-05,0.0088548,92.55959062498556,48.0149610144711,0 days 03:20:24,flare,1,750.4073380241234,-103.53245488943071
2012-07-05 14:24:04,72.0,160.0,19.1,113,2,2012-07-05 11:34:28,2012-07-05 11:45:40,2012-07-05 12:45:40,178930,M,6.0572e-06,7.2471e-05,0.050231,90.35735500398422,46.57785036450685,0 days 02:49:36,flare,1,708.1895298037396,-131.08248688104607
2012-07-05 15:36:04,59.0,79.0,-7.6,121,2,2012-07-05 11:34:28,2012-07-05 11:45:40,2012-07-05 12:45:40,178930,M,6.0572e-06,7.2471e-05,0.050231,90.35735500398422,46.57785036450685,0 days 04:01:36,flare,1,708.1895298037396,-131.08248688104607
2012-07-05 14:24:04,72.0,160.0,19.1,113,2,2012-07-05 12:59:40,2012-07-05 13:18:28,2012-07-05 13:39:52,178931,M,3.0538e-06,1.7757e-05,0.026385,96.468178085512,48.67975501846768,0 days 01:24:24,flare,1,825.336648152198,-90.7880666418065
2012-07-05 15:36:04,59.0,79.0,-7.6,121,2,2012-07-05 12:59:40,2012-07-05 13:18:28,2012-07-05 13:39:52,178931,M,3.0538e-06,1.7757e-05,0.026385,96.468178085512,48.67975501846768,0 days 02:36:24,flare,1,825.336648152198,-90.7880666418065
2012-07-05 14:24:04,72.0,160.0,19.1,113,2,2012-07-05 14:39:52,2012-07-05 14:46:04,2012-07-05 14:59:52,178933,M,5.4485e-06,1.1003e-05,0.0093472,89.2750093949643,47.85013152950019,-1 days +23:44:12,cme,1,687.4404969055245,-106.69230732266055
2012-07-05 15:36:04,59.0,79.0,-7.6,121,2,2012-07-05 14:39:52,2012-07-05 14:46:04,2012-07-05 14:59:52,178933,M,5.4485e-06,1.1003e-05,0.0093472,89.2750093949643,47.85013152950019,0 days 00:56:12,flare,1,687.4404969055245,-106.69230732266055
2012-07-06 11:36:04,50.0,222.0,8.8,122,2,2012-07-06 08:11:28,2012-07-06 08:24:28,2012-07-06 08:55:52,178964,M,5.1589e-06,1.9221e-05,0.023531,96.86304016981056,47.14135027434018,0 days 03:24:36,flare,1,832.9063248886221,-120.27995017758008
2012-07-06 11:36:04,50.0,222.0,8.8,122,2,2012-07-06 09:58:16,2012-07-06 10:29:52,2012-07-06 10:56:16,178966,M,2.1846e-06,2.3275e-05,0.026051,103.18911592137732,48.61330367552504,0 days 01:37:48,flare,1,954.1799299108816,-92.06196759299712
2012-07-06 11:36:04,50.0,222.0,8.8,122,2,2012-07-06 13:16:52,2012-07-06 13:31:28,2012-07-06 14:28:28,178970,M,3.0858e-06,1.2382e-05,0.02127,98.46761207996072,46.96931524448054,-1 days +22:19:12,cme,1,863.6666615812655,-123.57793601912238
2012-07-06 15:12:08,10.0,496.0,-284.3,56,1,2012-07-06 14:43:52,2012-07-06 15:00:52,2012-07-06 15:31:16,178970,M,3.5344e-06,1.1033e-05,0.019642,16.590745038997973,50.12050686907973,0 days 00:28:16,flare,1,-705.948250400552,-63.16823126077395
2012-07-06 15:12:08,10.0,496.0,-284.3,56,1,2012-07-06 18:41:04,2012-07-06 18:56:52,2012-07-06 19:19:04,178977,M,2.8374e-06,1.7852e-05,0.020122,17.014947907062513,50.019304351834776,-1 days +20:31:04,cme,1,-697.8160981641157,-65.10832723584724
2012-07-07 04:48:05,9.0,195.0,-11.6,103,2,2012-07-07 03:09:40,2012-07-07 03:16:40,2012-07-07 04:00:52,178989,M,4.6988e-06,1.6948e-05,0.024005,102.99342113881632,47.27246598563707,0 days 01:38:25,flare,1,950.428376389041,-117.7664053500315
2012-07-07 08:00:05,9.0,306.0,8.0,106,2,2012-07-07 03:09:40,2012-07-07 03:16:40,2012-07-07 04:00:52,178989,M,4.6988e-06,1.6948e-05,0.024005,102.99342113881632,47.27246598563707,0 days 04:50:25,flare,1,950.428376389041,-117.7664053500315
2012-07-07 08:00:05,9.0,306.0,8.0,106,2,2012-07-07 10:56:28,2012-07-07 11:04:04,2012-07-07 11:20:04,179001,M,3.5234e-06,3.2457e-05,0.02081,104.97907774490037,47.99143732488413,-1 days +21:03:37,cme,1,988.494271331326,-103.98341418104678
2012-07-07 20:00:06,42.0,360.0,15.7,109,2,2012-07-07 23:59:52,2012-07-08 00:10:04,2012-07-08 00:33:04,179019,M,4.1812e-06,1.1351e-05,0.01209,107.959752473898,48.00968841152577,-1 days +20:00:14,cme,1,1045.6350935376936,-103.63353296565708
2012-07-08 02:48:05,54.0,731.0,39.2,121,2,2012-07-07 23:59:52,2012-07-08 00:10:04,2012-07-08 00:33:04,179019,M,4.1812e-06,1.1351e-05,0.01209,107.959752473898,48.00968841152577,0 days 02:48:13,flare,1,1045.6350935376936,-103.63353296565708
2012-07-08 02:48:05,54.0,731.0,39.2,121,2,2012-07-08 05:39:52,2012-07-08 05:47:16,2012-07-08 06:16:16,179028,M,6.8962e-06,1.79e-05,0.016886,109.35188333340032,51.67416999232386,-1 days +21:08:13,cme,1,1072.3228435148844,-33.38383800571478
2012-07-09 08:24:05,46.0,377.0,-21.9,108,2,2012-07-09 09:19:04,2012-07-09 09:32:40,2012-07-09 09:42:52,179069,M,7.6399e-06,1.0918e-05,0.014351,111.76267721304104,48.05223942227401,-1 days +23:05:01,cme,1,1118.5388036505528,-102.81781170757665
2012-07-09 08:24:05,46.0,377.0,-21.9,108,2,2012-07-09 09:42:52,2012-07-09 09:48:28,2012-07-09 10:48:04,179069,M,1.0614e-05,1.0847e-05,0.03482,113.92124001289402,49.60219370956229,-1 days +22:41:13,cme,1,1159.919385022864,-73.10451844000818
2012-07-09 21:24:05,42.0,233.0,7.0,45,1,2012-07-09 22:53:40,2012-07-09 23:08:40,2012-07-09 23:16:28,179087,M,2.1105e-06,1.281e-05,0.0073528,35.92510476696616,47.01231184849341,-1 days +22:30:25,cme,1,-335.30022197199935,-122.75367254566265
2012-07-10 11:00:05,59.0,243.0,6.9,52,1,2012-07-10 06:04:04,2012-07-10 06:27:40,2012-07-10 07:41:28,179097,M,4.0358e-06,2.9637e-05,0.063763,38.665525550951294,47.28693429290175,0 days 04:56:01,flare,1,-282.76517168122564,-117.48904164945884
2012-07-10 11:00:05,59.0,243.0,6.9,52,1,2012-07-10 13:38:52,2012-07-10 13:45:28,2012-07-10 14:56:52,179105,M,2.4015e-06,1.0547e-05,0.016622,52.62344249873716,41.98865549755851,-1 days +21:21:13,cme,1,-15.18587397204908,-219.05933501262837
2012-07-11 06:36:05,46.0,249.0,0.5,55,1,2012-07-11 08:24:04,2012-07-11 08:31:28,2012-07-11 09:27:16,179130,M,1.3804e-06,1.2943e-05,0.014388,60.90892053973013,41.94491861212251,-1 days +22:12:01,cme,1,143.65031940029985,-219.897790000771
2012-07-12 11:48:05,21.0,514.0,-4.9,128,2,2012-07-12 15:35:28,2012-07-12 16:51:28,2012-07-12 20:03:40,179166,X,2.7637e-06,0.00020289,1.0017,66.52643560295324,48.64454177897574,-1 days +20:12:37,cme,1,251.3405099287943,-91.46311965498637
2012-07-14 08:24:05,101.0,126.0,6.1,144,2,2012-07-14 04:50:16,2012-07-14 04:58:52,2012-07-14 06:03:28,179218,M,5.1493e-06,1.438e-05,0.023001,81.12962012727667,47.49465713061464,0 days 03:33:49,flare,1,531.2898658357888,-113.50690511423682
2012-07-14 09:48:05,15.0,542.0,33.3,122,2,2012-07-14 04:50:16,2012-07-14 04:58:52,2012-07-14 06:03:28,179218,M,5.1493e-06,1.438e-05,0.023001,81.12962012727667,47.49465713061464,0 days 04:57:49,flare,1,531.2898658357888,-113.50690511423682
2012-07-17 13:25:49,95.0,292.0,0.5,141,2,2012-07-17 14:15:16,2012-07-17 15:59:16,2012-07-17 16:03:28,179309,M,5.7977e-06,1.4068e-05,0.066057,110.31764415916098,44.573417643521736,-1 days +23:10:33,cme,1,1090.836895753393,-169.50832805726623
2012-07-17 13:25:49,95.0,292.0,0.5,141,2,2012-07-17 16:03:28,2012-07-17 16:10:40,2012-07-17 16:15:28,179309,M,1.399e-05,1.4021e-05,0.010085,111.6557982309956,45.488503430118776,-1 days +21:22:21,cme,1,1116.4898873930215,-151.96573821114123
2012-07-17 20:12:05,8.0,479.0,5.4,115,2,2012-07-17 16:03:28,2012-07-17 16:10:40,2012-07-17 16:15:28,179309,M,1.399e-05,1.4021e-05,0.010085,111.6557982309956,45.488503430118776,0 days 04:08:37,flare,1,1116.4898873930215,-151.96573821114123
2012-07-17 13:25:49,95.0,292.0,0.5,141,2,2012-07-17 16:15:28,2012-07-17 16:20:16,2012-07-17 16:21:04,179310,M,1.3982e-05,1.4039e-05,0.0047081,113.45991431114682,46.82735462508529,-1 days +21:10:21,cme,1,1151.075572027667,-126.29938241991681
2012-07-17 20:12:05,8.0,479.0,5.4,115,2,2012-07-17 16:15:28,2012-07-17 16:20:16,2012-07-17 16:21:04,179310,M,1.3982e-05,1.4039e-05,0.0047081,113.45991431114682,46.82735462508529,0 days 03:56:37,flare,1,1151.075572027667,-126.29938241991681
2012-07-17 13:25:49,95.0,292.0,0.5,141,2,2012-07-17 16:21:04,2012-07-17 17:14:52,2012-07-17 20:28:40,179310,M,1.4039e-05,2.5333e-05,0.23963,111.64271276856066,50.10910536876621,-1 days +21:04:45,cme,1,1116.239033425224,-63.386802947232354
2012-07-17 20:12:05,8.0,479.0,5.4,115,2,2012-07-17 16:21:04,2012-07-17 17:14:52,2012-07-17 20:28:40,179310,M,1.4039e-05,2.5333e-05,0.23963,111.64271276856066,50.10910536876621,0 days 03:51:01,flare,1,1116.239033425224,-63.386802947232354
2012-07-19 11:00:06,76.0,244.0,6.7,110,2,2012-07-19 04:15:04,2012-07-19 05:59:40,2012-07-19 10:50:16,179349,X,9.4055e-07,0.00011122,0.77252,114.50103626943005,51.96300134331222,0 days 06:45:02,flare,1,1171.0343297326426,-27.846816232124297
2012-07-27 13:25:51,38.0,389.0,2.4,12,1,2012-07-27 17:14:04,2012-07-27 17:26:40,2012-07-27 19:04:52,179542,M,5.3146e-06,3.8412e-05,0.044512,21.938168598992263,42.289305585107584,-1 days +20:11:47,cme,1,-603.4358306684835,-213.29574295347481
2012-07-27 15:12:08,74.0,142.0,0.6,61,1,2012-07-27 17:14:04,2012-07-27 17:26:40,2012-07-27 19:04:52,179542,M,5.3146e-06,3.8412e-05,0.044512,21.938168598992263,42.289305585107584,-1 days +21:58:04,cme,1,-603.4358306684835,-213.29574295347481
2012-07-27 22:12:05,14.0,398.0,8.2,37,1,2012-07-27 17:14:04,2012-07-27 17:26:40,2012-07-27 19:04:52,179542,M,5.3146e-06,3.8412e-05,0.044512,21.938168598992263,42.289305585107584,0 days 04:58:01,flare,1,-603.4358306684835,-213.29574295347481
2012-07-30 12:00:05,23.0,429.0,34.4,34,1,2012-07-30 15:38:28,2012-07-30 15:48:40,2012-07-30 16:24:52,179630,M,1.2927e-06,1.523e-05,0.012159,42.95805467558372,41.11415634699689,-1 days +20:21:37,cme,1,-200.47553398944024,-235.82386151252763
2012-07-30 14:24:06,28.0,652.0,-8.7,32,1,2012-07-30 15:38:28,2012-07-30 15:48:40,2012-07-30 16:24:52,179630,M,1.2927e-06,1.523e-05,0.012159,42.95805467558372,41.11415634699689,-1 days +22:45:38,cme,1,-200.47553398944024,-235.82386151252763
2012-07-30 18:36:05,65.0,228.0,-43.9,49,1,2012-07-30 15:38:28,2012-07-30 15:48:40,2012-07-30 16:24:52,179630,M,1.2927e-06,1.523e-05,0.012159,42.95805467558372,41.11415634699689,0 days 02:57:37,flare,1,-200.47553398944024,-235.82386151252763
2012-08-06 01:25:53,46.0,175.0,-4.3,74,1,2012-08-06 00:38:16,2012-08-06 00:45:28,2012-08-06 01:12:52,179802,M,8.2545e-07,1.1957e-05,0.0064797,16.023555393592407,51.40306285975211,0 days 00:47:37,flare,1,-716.8215209289035,-38.58107885539653
2012-08-06 03:24:05,29.0,98.0,12.2,74,1,2012-08-06 00:38:16,2012-08-06 00:45:28,2012-08-06 01:12:52,179802,M,8.2545e-07,1.1957e-05,0.0064797,16.023555393592407,51.40306285975211,0 days 02:45:49,flare,1,-716.8215209289035,-38.58107885539653
2012-08-06 05:12:06,46.0,198.0,-2.2,72,1,2012-08-06 00:38:16,2012-08-06 00:45:28,2012-08-06 01:12:52,179802,M,8.2545e-07,1.1957e-05,0.0064797,16.023555393592407,51.40306285975211,0 days 04:33:50,flare,1,-716.8215209289035,-38.58107885539653
2012-08-06 01:25:53,46.0,175.0,-4.3,74,1,2012-08-06 04:23:28,2012-08-06 04:38:40,2012-08-06 05:08:04,179808,M,8.9279e-07,1.9178e-05,0.0095512,16.40557668404356,51.2022299315437,-1 days +21:02:25,cme,1,-709.4980077577575,-42.431132848976745
2012-08-06 03:24:05,29.0,98.0,12.2,74,1,2012-08-06 04:23:28,2012-08-06 04:38:40,2012-08-06 05:08:04,179808,M,8.9279e-07,1.9178e-05,0.0095512,16.40557668404356,51.2022299315437,-1 days +23:00:37,cme,1,-709.4980077577575,-42.431132848976745
2012-08-06 05:12:06,46.0,198.0,-2.2,72,1,2012-08-06 04:23:28,2012-08-06 04:38:40,2012-08-06 05:08:04,179808,M,8.9279e-07,1.9178e-05,0.0095512,16.40557668404356,51.2022299315437,0 days 00:48:38,flare,1,-709.4980077577575,-42.431132848976745
2012-08-06 08:36:06,56.0,242.0,-5.5,69,1,2012-08-06 04:23:28,2012-08-06 04:38:40,2012-08-06 05:08:04,179808,M,8.9279e-07,1.9178e-05,0.0095512,16.40557668404356,51.2022299315437,0 days 04:12:38,flare,1,-709.4980077577575,-42.431132848976745
2012-08-18 23:36:05,74.0,630.0,11.3,288,3,2012-08-18 22:44:28,2012-08-18 22:54:28,2012-08-18 23:14:52,180122,M,4.8656e-07,1.4312e-05,0.010951,18.96410491402636,78.94791393907654,0 days 00:51:37,flare,1,-660.4499163047917,489.4656157109191
2012-08-18 23:36:05,74.0,630.0,11.3,288,3,2012-08-18 23:14:52,2012-08-18 23:23:16,2012-08-18 23:59:52,180122,M,2.7105e-06,1.8863e-05,0.020709,20.868269932186987,81.5031183923744,0 days 00:21:13,flare,1,-623.9462503073647,538.449988928963
2012-09-05 07:24:05,38.0,342.0,6.0,88,1,2012-09-05 07:31:04,2012-09-05 08:06:28,2012-09-05 08:38:16,180553,M,3.0392e-06,1.0326e-05,0.029851,55.017935490396894,45.06980111014174,-1 days +23:53:01,cme,1,30.71759109904042,-159.99244256450322
2012-09-05 10:00:07,62.0,638.0,-10.0,99,1,2012-09-05 07:31:04,2012-09-05 08:06:28,2012-09-05 08:38:16,180553,M,3.0392e-06,1.0326e-05,0.029851,55.017935490396894,45.06980111014174,0 days 02:29:03,flare,1,30.71759109904042,-159.99244256450322
2012-09-06 08:12:06,16.0,143.0,3.3,1,4,2012-09-06 04:06:16,2012-09-06 04:14:04,2012-09-06 05:51:40,180576,M,6.3086e-07,2.1932e-05,0.023212,108.00967288168631,64.00495234683287,0 days 04:05:50,flare,1,1046.5920893206116,203.00258662819988
2012-09-06 17:36:05,11.0,225.0,1.7,355,4,2012-09-06 15:01:40,2012-09-06 15:21:40,2012-09-06 15:37:40,180584,M,6.5967e-07,1.1017e-05,0.0096883,110.30046813057048,64.6833230241516,0 days 02:34:25,flare,1,1090.5076238652687,216.00724556853288
2012-09-30 05:24:05,40.0,146.0,29.7,289,4,2012-09-30 04:22:28,2012-09-30 04:34:04,2012-09-30 06:16:16,181103,M,8.819e-07,1.7463e-05,0.025637,112.48321773487034,73.54211235270286,0 days 01:01:37,flare,1,1132.351876727526,385.83406399385035
2012-09-30 08:12:05,24.0,192.0,5.9,285,4,2012-09-30 04:22:28,2012-09-30 04:34:04,2012-09-30 06:16:16,181103,M,8.819e-07,1.7463e-05,0.025637,112.48321773487034,73.54211235270286,0 days 03:49:37,flare,1,1132.351876727526,385.83406399385035
2012-10-20 18:36:05,130.0,330.0,-4.2,101,1,2012-10-20 18:01:52,2012-10-20 18:14:40,2012-10-20 19:57:04,181597,X,1.6952e-06,0.00011881,0.095123,15.023451553214407,52.90555466788993,0 days 00:34:13,flare,1,-735.9939435938088,-9.77766181693346
2012-10-20 20:48:06,74.0,138.0,3.9,11,1,2012-10-20 18:01:52,2012-10-20 18:14:40,2012-10-20 19:57:04,181597,X,1.6952e-06,0.00011881,0.095123,15.023451553214407,52.90555466788993,0 days 02:46:14,flare,1,-735.9939435938088,-9.77766181693346
